-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,1,1,1,1,1
0.58339,0.57149,0.58062,0.5698,0.56869,0.57116,0.56532,0.5481,0.57615,0.58373,0.58339,0.57149,0.58062,0.5698,0.56869,0.57116,0.56532,0.5481,0.57615,0.58373
0.43963,0.47475,0.47351,0.45847,0.4511,0.47211,0.45493,0.4505,0.44091,0.48275,0.43963,0.47475,0.47351,0.45847,0.4511,0.47211,0.45493,0.4505,0.44091,0.48275
0.4984,0.49789,0.50074,0.50156,0.49952,0.50276,0.49911,0.50253,0.50157,0.49917,0.4984,0.49789,0.50074,0.50156,0.49952,0.50276,0.49911,0.50253,0.50157,0.49917
0.4071,0.4722,0.4443,0.48661,0.46267,0.48243,0.48729,0.40264,0.47044,0.50388,0.4071,0.4722,0.4443,0.48661,0.46267,0.48243,0.48729,0.40264,0.47044,0.50388
-0.91338,-0.88149,-0.89588,-0.87362,-0.88653,-0.87594,-0.87324,-0.91536,-0.88243,-0.86378,-0.91338,-0.88149,-0.89588,-0.87362,-0.88653,-0.87594,-0.87324,-0.91536,-0.88243,-0.86378
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.057401,0.051385,0.057387,0.058778,0.060653,0.056557,0.048472,0.061929,0.052947,0.047875,0.057401,0.051385,0.057387,0.058778,0.060653,0.056557,0.048472,0.061929,0.052947,0.047875
0.094098,0.10267,0.080362,0.090162,0.087076,0.11471,0.081083,0.092294,0.092563,0.077806,0.1152,0.10267,0.12741,0.11258,0.10325,0.11471,0.10403,0.11946,0.11202,0.10637
2,0,2,2,2,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0
6.5236e-05,8.3901e-05,-0.01322,-7.3336e-05,-0.013793,-0.0025808,-0.0028639,-0.012461,-0.0010124,4.1881e-05,-5.4925e-05,8.3901e-05,-4.3988e-05,0.0057531,0.008792,-0.0025808,0.0018652,-0.00012307,-7.5299e-07,-3.7508e-05
2.9076e-05,4.4944e-05,-0.0065562,-4.0848e-05,-0.0071983,-0.0014214,-0.0015981,-0.0054813,-0.00053975,2.4431e-05,-2.448e-05,4.4944e-05,-2.1815e-05,0.0032045,0.0045884,-0.0014214,0.0010408,-5.4136e-05,-4.0143e-07,-2.188e-05
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.58339,0.57149,0.58062,0.5698,0.56869,0.57116,0.56532,0.5481,0.57615,0.58373,0.58339,0.57149,0.58062,0.5698,0.56869,0.57116,0.56532,0.5481,0.57615,0.58373
0.43963,0.47475,0.47351,0.45847,0.4511,0.47211,0.45493,0.4505,0.44091,0.48275,0.43963,0.47475,0.47351,0.45847,0.4511,0.47211,0.45493,0.4505,0.44091,0.48275
0.4984,0.49789,0.50074,0.50156,0.49952,0.50276,0.49911,0.50253,0.50157,0.49917,0.4984,0.49789,0.50074,0.50156,0.49952,0.50276,0.49911,0.50253,0.50157,0.49917
-0.28119,-0.18585,-0.21918,-0.2343,-0.21555,-0.15707,-0.24809,-0.26432,-0.27954,-0.24125,-0.28119,-0.18585,-0.21918,-0.2343,-0.21555,-0.15707,-0.24809,-0.26432,-0.27954,-0.24125
-0.95965,-0.98258,-0.97569,-0.97216,-0.97649,-0.98759,-0.96874,-0.96444,-0.96013,-0.97046,-0.95965,-0.98258,-0.97569,-0.97216,-0.97649,-0.98759,-0.96874,-0.96444,-0.96013,-0.97046
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0093839,0.025448,0.028752,0.040145,0.033315,0.031962,0.031866,0.027464,0.031876,0.033027,0.0093839,0.025448,0.028752,0.040145,0.033315,0.031962,0.031866,0.027464,0.031876,0.033027
0.051124,0.055119,0.06971,0.07231,0.062251,0.063864,0.070578,0.063807,0.059783,0.063474,0.051124,0.055119,0.06971,0.07231,0.062251,0.063864,0.070578,0.063807,0.059783,0.063474
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0037701,0.0036222,-0.0048049,3.073e-05,-2.7643e-05,-9.1132e-05,-0.00038894,2.0457e-05,0.0023498,-9.0972e-06,0.0037701,0.0036222,-0.0048049,3.073e-05,-2.7643e-05,-9.1132e-05,-0.00038894,2.0457e-05,0.0023498,-9.0972e-06
-0.0011047,-0.00068513,0.0010794,-7.4062e-06,6.1018e-06,1.4494e-05,9.9607e-05,-5.6065e-06,-0.00068415,2.2615e-06,-0.0011047,-0.00068513,0.0010794,-7.4062e-06,6.1018e-06,1.4494e-05,9.9607e-05,-5.6065e-06,-0.00068415,2.2615e-06
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.58078,0.56968,0.57822,0.56741,0.56619,0.56901,0.56283,0.5459,0.57378,0.58124,0.58078,0.56968,0.57822,0.56741,0.56619,0.56901,0.56283,0.5459,0.57378,0.58124
0.44453,0.47809,0.47764,0.46259,0.45533,0.47552,0.45915,0.45476,0.44528,0.48674,0.44453,0.47809,0.47764,0.46259,0.45533,0.47552,0.45915,0.45476,0.44528,0.48674
