-0.04315,-0.048572,-0.045751,0.052476,0.045064,0.050896,-0.040183,-0.020937,-0.036968,-0.022221,-0.057306,-0.021406,-0.042374,0.042486,0.040097,-0.033648,-0.035188,-0.035543,0.035193,0.045717,0.038372,-0.048295,0.021454,0.042833,0.026456,0.035988,0.02978,0.035728,-0.032701,-0.024505,-0.029743,0.035107,0.019478,-0.030177,-0.037322,0.036546,0.046593,-0.023874,0.037538,-0.038177,-0.027306,-0.038039,0.032958,-0.026392,-0.032343,-0.037453,0.038951,0.032256,-0.026002,0.038049,-0.033273,0.047076,0.030625,-0.02312,0.053477,-0.034111,0.034912,-0.04315,-0.048572,-0.045751,0.052476,0.045064,0.050896,-0.040183,-0.020937,-0.036968,-0.022221,-0.057306,-0.021406,-0.042374,0.042486,0.040097,-0.033648,-0.035188,-0.035543,0.035193,0.045717,0.038372,-0.048295,0.021454,0.042833,0.026456,0.035988,0.02978,0.035728,-0.032701,-0.024505,-0.029743,0.035107,0.019478,-0.030177,-0.037322,0.036546,0.046593,-0.023874,0.037538,-0.038177,-0.027306,-0.038039,0.032958,-0.026392,-0.032343,-0.037453,0.038951,0.032256,-0.026002,0.038049,-0.033273,0.047076,0.030625,-0.02312,0.053477,-0.034111,0.034912
-0.04081,-0.046184,-0.043249,0.049735,0.043123,0.048367,-0.037647,-0.018938,-0.034922,-0.020276,-0.054681,-0.019472,-0.040164,0.039924,0.037572,-0.031563,-0.03276,-0.033179,0.03238,0.043125,0.035735,-0.046132,0.018933,0.040554,0.02406,0.033868,0.027586,0.033032,-0.03031,-0.022273,-0.027743,0.03249,0.017144,-0.028055,-0.034774,0.033964,0.044094,-0.021646,0.035062,-0.036246,-0.025444,-0.035996,0.030398,-0.024056,-0.030087,-0.034995,0.036393,0.030095,-0.024021,0.035848,-0.031015,0.044435,0.028237,-0.020826,0.050857,-0.031951,0.032404,-0.04081,-0.046184,-0.043249,0.049735,0.043123,0.048367,-0.037647,-0.018938,-0.034922,-0.020276,-0.054681,-0.019472,-0.040164,0.039924,0.037572,-0.031563,-0.03276,-0.033179,0.03238,0.043125,0.035735,-0.046132,0.018933,0.040554,0.02406,0.033868,0.027586,0.033032,-0.03031,-0.022273,-0.027743,0.03249,0.017144,-0.028055,-0.034774,0.033964,0.044094,-0.021646,0.035062,-0.036246,-0.025444,-0.035996,0.030398,-0.024056,-0.030087,-0.034995,0.036393,0.030095,-0.024021,0.035848,-0.031015,0.044435,0.028237,-0.020826,0.050857,-0.031951,0.032404
-0.03865,-0.043982,-0.040942,0.047209,0.041333,0.046035,-0.035309,-0.017095,-0.033035,-0.018482,-0.052262,-0.017688,-0.038126,0.037562,0.035245,-0.029641,-0.030522,-0.030999,0.029787,0.040737,0.033304,-0.044137,0.01661,0.038454,0.02185,0.031915,0.025562,0.030546,-0.028104,-0.020214,-0.025899,0.030077,0.014994,-0.026099,-0.032425,0.031584,0.041792,-0.019592,0.03278,-0.034464,-0.023726,-0.034113,0.028037,-0.021902,-0.028007,-0.032729,0.034035,0.028103,-0.022194,0.033819,-0.028933,0.042001,0.026037,-0.018711,0.048443,-0.029958,0.030092,-0.03865,-0.043982,-0.040942,0.047209,0.041333,0.046035,-0.035309,-0.017095,-0.033035,-0.018482,-0.052262,-0.017688,-0.038126,0.037562,0.035245,-0.029641,-0.030522,-0.030999,0.029787,0.040737,0.033304,-0.044137,0.01661,0.038454,0.02185,0.031915,0.025562,0.030546,-0.028104,-0.020214,-0.025899,0.030077,0.014994,-0.026099,-0.032425,0.031584,0.041792,-0.019592,0.03278,-0.034464,-0.023726,-0.034113,0.028037,-0.021902,-0.028007,-0.032729,0.034035,0.028103,-0.022194,0.033819,-0.028933,0.042001,0.026037,-0.018711,0.048443,-0.029958,0.030092
-0.036133,-0.041419,-0.038256,0.044268,0.039247,0.043319,-0.032585,-0.01495,-0.030837,-0.016392,-0.049447,-0.015611,-0.035751,0.034813,0.032535,-0.027404,-0.027917,-0.028457,0.026768,0.037955,0.030473,-0.041813,0.013905,0.036008,0.019277,0.029641,0.023206,0.027652,-0.025536,-0.017813,-0.023752,0.027268,0.012489,-0.023819,-0.029697,0.028814,0.039111,-0.0172,0.030124,-0.032391,-0.021725,-0.031917,0.025287,-0.0194,-0.025587,-0.030089,0.031286,0.025782,-0.020068,0.03146,-0.026511,0.039168,0.023478,-0.016254,0.045634,-0.027636,0.0274,-0.036133,-0.041419,-0.038256,0.044268,0.039247,0.043319,-0.032585,-0.01495,-0.030837,-0.016392,-0.049447,-0.015611,-0.035751,0.034813,0.032535,-0.027404,-0.027917,-0.028457,0.026768,0.037955,0.030473,-0.041813,0.013905,0.036008,0.019277,0.029641,0.023206,0.027652,-0.025536,-0.017813,-0.023752,0.027268,0.012489,-0.023819,-0.029697,0.028814,0.039111,-0.0172,0.030124,-0.032391,-0.021725,-0.031917,0.025287,-0.0194,-0.025587,-0.030089,0.031286,0.025782,-0.020068,0.03146,-0.026511,0.039168,0.023478,-0.016254,0.045634,-0.027636,0.0274
-0.030064,-0.035331,-0.031852,0.03727,0.034243,0.036833,-0.026061,-0.0098525,-0.025589,-0.011398,-0.042803,-0.01065,-0.030053,0.028288,0.026076,-0.022085,-0.021727,-0.022336,0.019587,0.031323,0.02369,-0.036247,0.0074595,0.030176,0.013119,0.024222,0.017586,0.020744,-0.019405,-0.012019,-0.018638,0.020553,0.0065125,-0.018338,-0.023359,0.022238,0.032749,-0.011496,0.023805,-0.027448,-0.016922,-0.026642,0.018705,-0.013557,-0.019855,-0.023795,0.024676,0.020201,-0.015028,0.025897,-0.020783,0.032447,0.01745,-0.010509,0.03901,-0.022057,0.021013,-0.030064,-0.035331,-0.031852,0.03727,0.034243,0.036833,-0.026061,-0.0098525,-0.025589,-0.011398,-0.042803,-0.01065,-0.030053,0.028288,0.026076,-0.022085,-0.021727,-0.022336,0.019587,0.031323,0.02369,-0.036247,0.0074595,0.030176,0.013119,0.024222,0.017586,0.020744,-0.019405,-0.012019,-0.018638,0.020553,0.0065125,-0.018338,-0.023359,0.022238,0.032749,-0.011496,0.023805,-0.027448,-0.016922,-0.026642,0.018705,-0.013557,-0.019855,-0.023795,0.024676,0.020201,-0.015028,0.025897,-0.020783,0.032447,0.01745,-0.010509,0.03901,-0.022057,0.021013
-0.027726,-0.032987,-0.029389,0.034589,0.032319,0.034344,-0.023548,-0.0078992,-0.023572,-0.0094802,-0.040257,-0.0087422,-0.027861,0.025785,0.023598,-0.02004,-0.019351,-0.019976,0.016824,0.028777,0.021082,-0.034104,0.0049808,0.027933,0.01075,0.022142,0.01543,0.018086,-0.01705,-0.0097832,-0.016671,0.017975,0.0042138,-0.016227,-0.020931,0.019711,0.030309,-0.0093002,0.021375,-0.025552,-0.015072,-0.024611,0.016178,-0.011316,-0.017659,-0.021375,0.022132,0.018058,-0.013098,0.023766,-0.018588,0.029863,0.015139,-0.0083052,0.036471,-0.019909,0.018562,-0.027726,-0.032987,-0.029389,0.034589,0.032319,0.034344,-0.023548,-0.0078992,-0.023572,-0.0094802,-0.040257,-0.0087422,-0.027861,0.025785,0.023598,-0.02004,-0.019351,-0.019976,0.016824,0.028777,0.021082,-0.034104,0.0049808,0.027933,0.01075,0.022142,0.01543,0.018086,-0.01705,-0.0097832,-0.016671,0.017975,0.0042138,-0.016227,-0.020931,0.019711,0.030309,-0.0093002,0.021375,-0.025552,-0.015072,-0.024611,0.016178,-0.011316,-0.017659,-0.021375,0.022132,0.018058,-0.013098,0.023766,-0.018588,0.029863,0.015139,-0.0083052,0.036471,-0.019909,0.018562
-0.025576,-0.030835,-0.027133,0.03215,0.030553,0.032073,-0.02124,-0.0061259,-0.021728,-0.0077279,-0.037946,-0.0069979,-0.025852,0.023503,0.021334,-0.018168,-0.01719,-0.017801,0.014288,0.02645,0.018689,-0.032137,0.0027091,0.025876,0.0085711,0.02024,0.013465,0.015643,-0.014899,-0.0077159,-0.014868,0.015618,0.0021051,-0.014289,-0.018733,0.017396,0.028086,-0.0072859,0.019146,-0.023827,-0.013372,-0.022748,0.013867,-0.0092839,-0.015668,-0.019161,0.019793,0.016098,-0.011351,0.021829,-0.016599,0.027493,0.013035,-0.0063029,0.034159,-0.017936,0.016324,-0.025576,-0.030835,-0.027133,0.03215,0.030553,0.032073,-0.02124,-0.0061259,-0.021728,-0.0077279,-0.037946,-0.0069979,-0.025852,0.023503,0.021334,-0.018168,-0.01719,-0.017801,0.014288,0.02645,0.018689,-0.032137,0.0027091,0.025876,0.0085711,0.02024,0.013465,0.015643,-0.014899,-0.0077159,-0.014868,0.015618,0.0021051,-0.014289,-0.018733,0.017396,0.028086,-0.0072859,0.019146,-0.023827,-0.013372,-0.022748,0.013867,-0.0092839,-0.015668,-0.019161,0.019793,0.016098,-0.011351,0.021829,-0.016599,0.027493,0.013035,-0.0063029,0.034159,-0.017936,0.016324
-0.023063,-0.028324,-0.024493,0.029275,0.028487,0.029402,-0.018544,-0.0040332,-0.019565,-0.0056702,-0.035222,-0.0049522,-0.023499,0.020822,0.018676,-0.015977,-0.014645,-0.015265,0.011327,0.023719,0.015889,-0.029838,5.0825e-05,0.023471,0.0060278,0.018009,0.011153,0.012792,-0.012373,-0.0053122,-0.012759,0.012851,-0.00036018,-0.012022,-0.016145,0.014689,0.025472,-0.0049332,0.016542,-0.021794,-0.011386,-0.020567,0.011155,-0.0068932,-0.013317,-0.016566,0.01706,0.013795,-0.0092852,0.01955,-0.01425,0.024725,0.010563,-0.0039512,0.031442,-0.015629,0.013697,-0.023063,-0.028324,-0.024493,0.029275,0.028487,0.029402,-0.018544,-0.0040332,-0.019565,-0.0056702,-0.035222,-0.0049522,-0.023499,0.020822,0.018676,-0.015977,-0.014645,-0.015265,0.011327,0.023719,0.015889,-0.029838,5.0825e-05,0.023471,0.0060278,0.018009,0.011153,0.012792,-0.012373,-0.0053122,-0.012759,0.012851,-0.00036018,-0.012022,-0.016145,0.014689,0.025472,-0.0049332,0.016542,-0.021794,-0.011386,-0.020567,0.011155,-0.0068932,-0.013317,-0.016566,0.01706,0.013795,-0.0092852,0.01955,-0.01425,0.024725,0.010563,-0.0039512,0.031442,-0.015629,0.013697
-0.017007,-0.02246,-0.018279,0.022538,0.02356,0.023096,-0.012138,0.00085751,-0.014456,-0.00080449,-0.028949,-0.00012049,-0.017885,0.014568,0.012428,-0.010851,-0.0086975,-0.0091675,0.0043895,0.017294,0.0092365,-0.024374,-0.0061975,0.01781,-1.4912e-06,0.012768,0.0057055,0.0060675,-0.0064165,0.00049151,-0.0078065,0.0063085,-0.0061715,-0.0065965,-0.010392,0.0083765,0.019378,0.00060951,0.010444,-0.017015,-0.0066495,-0.01535,0.0047195,-0.0015195,-0.0078645,-0.010454,0.010511,0.0082825,-0.0044835,0.014314,-0.0088205,0.01828,0.0048955,0.0013515,0.025195,-0.010111,0.0075765,-0.017007,-0.02246,-0.018279,0.022538,0.02356,0.023096,-0.012138,0.00085751,-0.014456,-0.00080449,-0.028949,-0.00012049,-0.017885,0.014568,0.012428,-0.010851,-0.0086975,-0.0091675,0.0043895,0.017294,0.0092365,-0.024374,-0.0061975,0.01781,-1.4912e-06,0.012768,0.0057055,0.0060675,-0.0064165,0.00049151,-0.0078065,0.0063085,-0.0061715,-0.0065965,-0.010392,0.0083765,0.019378,0.00060951,0.010444,-0.017015,-0.0066495,-0.01535,0.0047195,-0.0015195,-0.0078645,-0.010454,0.010511,0.0082825,-0.0044835,0.014314,-0.0088205,0.01828,0.0048955,0.0013515,0.025195,-0.010111,0.0075765
-0.01467,-0.020118,-0.015818,0.019856,0.021635,0.020607,-0.0096272,0.0028108,-0.01244,0.0011138,-0.026405,0.0017858,-0.015694,0.012065,0.0099488,-0.0088072,-0.0063242,-0.0068082,0.0016278,0.014747,0.0066288,-0.022232,-0.0086752,0.015567,-0.0023712,0.010688,0.0035498,0.0034098,-0.0040622,0.0027278,-0.0058402,0.0037298,-0.0084692,-0.0044872,-0.0079682,0.0058508,0.016938,0.0028028,0.0080148,-0.01512,-0.0048012,-0.01332,0.0021918,0.00071875,-0.0056702,-0.0080362,0.0079658,0.0061388,-0.0025542,0.012183,-0.0066272,0.015696,0.0025848,0.0035528,0.022656,-0.0079642,0.0051248,-0.01467,-0.020118,-0.015818,0.019856,0.021635,0.020607,-0.0096272,0.0028108,-0.01244,0.0011138,-0.026405,0.0017858,-0.015694,0.012065,0.0099488,-0.0088072,-0.0063242,-0.0068082,0.0016278,0.014747,0.0066288,-0.022232,-0.0086752,0.015567,-0.0023712,0.010688,0.0035498,0.0034098,-0.0040622,0.0027278,-0.0058402,0.0037298,-0.0084692,-0.0044872,-0.0079682,0.0058508,0.016938,0.0028028,0.0080148,-0.01512,-0.0048012,-0.01332,0.0021918,0.00071875,-0.0056702,-0.0080362,0.0079658,0.0061388,-0.0025542,0.012183,-0.0066272,0.015696,0.0025848,0.0035528,0.022656,-0.0079642,0.0051248
